"","X","FC","pval","adj_pval"
"203","SEPTIN9",1.44405535831913,0.00761190525987887,0.089594185168453
"204","HADHA",-0.379641517191693,0.553418779732282,0.777026427103829
"205","MFGE8",-0.295410164250207,0.627681232100645,0.805150614836905
"206","HNRNPUL2",0.0153019598244057,0.981160840352435,0.987371335818222
"207","S100A9",-1.05310430303808,0.211450508694919,0.488762651245633
"208","JUP",-0.640263039524733,0.569879654985521,0.777082294406126
"209","MDH2",-1.20106805428144,0.196165158197713,0.488332109365599
"210","A0A3Q2I5C4",0.703323599018269,0.206621717478626,0.488332109365599
"211","APOE",-0.463595635304863,0.642568346959263,0.812335138678691
"212","TRAF2",0.111209529403563,0.825197826141459,0.90804516372754
"213","PTN",-2.62749051555774,0.129939140887001,0.400468171914036
"214","COL6A1",0.770967850667351,0.136347821832977,0.402883423948615
"215","SYNCRIP",0.182279821878513,0.675550090081657,0.823660940830437
"216","KRT82",-0.143962858982412,0.841298551877073,0.912485352420517
"217","A0A5F5PI90",-1.66683336549388,0.455554392019029,0.711724867309508
"218","CPNE3",-1.41338224503619,0.131858071133494,0.402883423948615
"219","PPIB",-0.241657577930706,0.760026559844865,0.874011572533225
"220","ARPC5",-0.245034516523164,0.852605608690861,0.921206059964839
"221","F7",1.03819580906849,0.104844865099854,0.365015456273567
"222","MYO1B",-0.912755668656546,0.385597416178065,0.664265234481736
"223","HRG",0.216653157915772,0.741207537582769,0.865509422767457
"224","SFRP2",2.28381172545843,0.00139902061889425,0.0386342342137186
"225","A0A3Q2I7E3",0.729079066611341,0.137451111149644,0.402883423948615
"226","A0A3Q2HRN8",-2.01883658679013,0.15738367232749,0.430895102877206
"227","UAP1L1",0.730022654539207,0.631937481656414,0.808192153410924
"228","FGA",-0.411477977210627,0.523033003939054,0.758330627819091
"229","PPME1",1.61702422076767,0.10303512983381,0.365015456273567
"230","HNRNPL",-0.299925165759671,0.785636765749646,0.88266760136016
"231","TIMP2",1.12143163162512,0.475747902925832,0.731122117847873
"232","GANAB",0.655773841830324,0.291598348623913,0.577057784645218
"233","ATP5F1A",-0.857650708564648,0.351932889764778,0.641536174921419
"234","KRT10A",0.96959250289731,0.115730332851977,0.383952398403028
"235","A0A3Q2IAY9",0.0708737004988436,0.898513976038193,0.941180177343466
"236","CTHRC1",0.948190885011101,0.0506184709124476,0.255260951107721
"237","PROC",0.778289313928891,0.122888445323228,0.391576741029947
"238","HTRA1",0.661627657310252,0.259073033418049,0.530160305661975
"239","SDCBP",0.594574604344846,0.44089812069017,0.702441616564239
"240","A0A5F5PSP3",-2.19170454446195,0.112825221220269,0.376529140640423
"241","ACADVL",-2.56088334608908,0.0565138742220806,0.267847269422298
"242","AHNAK",0.240671749229836,0.648245989038212,0.81427781251125
"243","LMNA",-0.382079182149536,0.624174873919148,0.803732029430136
"244","AOC2",0.602467533058501,0.276835685128133,0.557626165758097
"245","ENAH",-1.77075219159414,0.259395248655426,0.530160305661975
"246","UBA1",-0.470498593527264,0.575245799481443,0.777082294406126
"247","COL5A1.1",0.713225796330761,0.386645980974256,0.664265234481736
"248","C3.1",-0.409954582687675,0.612240929946533,0.795289394601796
"249","F6T2L8",-2.27992186155766,0.137077655133619,0.402883423948615
"250","NUP210L",0.853453359290178,0.216434239871034,0.498240454233727
"251","A0A3Q2KPT6",-0.385631063742567,0.656059833087285,0.818623331551391
"252","HSP90B1",1.05419715171073,0.0410077977973122,0.236383599846696
"253","LTF",0.171591312794678,0.749503265379688,0.871587302420915
"254","OLFML1",0.845086920158501,0.0821392392791523,0.338149860974028
"255","PPP1CA",-1.50885854307981,0.0814810109636732,0.337906545466998
"256","SRPX2",1.40076017864132,0.0473897442818224,0.245209319036219
"257","RPS15A",-1.07768827413603,0.241401853930663,0.523211712276235
"258","APP",1.15775813320968,0.0473296981408931,0.245209319036219
"259","PRDX1",-0.144516834722651,0.791077040749447,0.883723717258821
"260","SIRT2",-0.138697507694454,0.833821717880392,0.911386528846009
"261","A0A3Q2HMR5",0.891749159598239,0.204841685158424,0.488332109365599
"262","A0A3Q2I6N0",-0.568091682481764,0.35821283593579,0.647538588037774
"263","PCOLCE",1.04454321451515,0.0253498411778385,0.181434304780611
"264","F9",0.922919413203619,0.109826442956644,0.370910861242799
"265","VCP",0.821568554042813,0.108999976514459,0.370910861242799
"266","QPCT",0.255636574682843,0.855414999561412,0.92247430163028
"267","CKAP4",-0.545521670080305,0.387488053447679,0.664265234481736
"268","TKT",-2.28814456949869,0.40372275990605,0.677677489842298
"269","MMP9",-2.42922649570573,0.0793817709879321,0.331639398794028
"270","F6TTP1",-0.435006923384996,0.500960136398207,0.748363553786381
"271","A0A5F5PG80",-0.638868862671334,0.582602247925746,0.780493272755631
"272","ATP5F1B",0.256533576046472,0.546674617112068,0.777026427103829
"273","VDAC1",-1.14071334795713,0.218542945322409,0.500696290466416
"274","A0A3Q2GXU9",0.686290414645608,0.429359673944414,0.695858781909912
"275","A2M",-0.233909203517712,0.76138634696551,0.874011572533225
"276","EWSR1",-3.02438618126567,0.125079069401046,0.395645470902492
"277","CORO1A",0.892636890287225,0.553678382261726,0.777026427103829
"278","C1QTNF3",2.94179758198451,0.00684944137718666,0.089594185168453
"279","PAFAH1B1",-0.991034627966837,0.375150432827878,0.663275373401013
"280","A0A3Q2LHZ1",-10.0213170231017,0.00322206530341875,0.0626636148664889
"281","FGF23",3.00392667734542,0.00046822460392054,0.0248271659512252
"282","CD248",-0.554305302711747,0.597362409294099,0.789022011339278
"283","CD81",-0.75715990437102,0.301965203078112,0.58727025702088
"284","A0A3Q2H3W6",-0.939420247369734,0.328304412424161,0.615161756170189
"285","HNRNPR",-0.6594350630217,0.377716199507038,0.664265234481736
"286","FNDC1",1.658825382669,0.00522619235276015,0.0825061654684051
"287","ACLY",-0.187183236852839,0.79186899887533,0.883723717258821
"288","S100A6",1.30130498009694,0.0235177677175891,0.181434304780611
"289","A0A3Q2HX48",-1.15441473273816,0.223746248588693,0.500696290466416
"290","COPG1",-1.30347983341704,0.438768136058295,0.702441616564239
"291","THY1",1.72687567963674,0.0062687323996598,0.0883891268352032
"292","CPB2",-1.47639632646048,0.16108188077948,0.432957711749755
"293","SRSF7",-0.328058119970276,0.71018698696064,0.848613264080087
"294","LOC100064703",-0.738675917738787,0.451499518001042,0.709319577026707
"295","F7A4V1",-0.193387383582238,0.829154715105821,0.90804516372754
"296","RPS3A",-0.51347506417039,0.676218345191813,0.823660940830437
"297","SPP2",2.6333684357536,4.93361318640477e-05,0.0174942581298812
"298","AHSG",1.26337970022468,0.0368051620393317,0.22083097223599
"299","ATP1A1",-1.07647353181317,0.352617401109291,0.641536174921419
"300","F10",1.28047337243014,0.02340075347739,0.181434304780611
"301","PYGL",-2.30500886179457,0.225967975000614,0.501755661024986
"302","ANXA2",0.448638016225448,0.37230961055127,0.660322705506025
"303","CPXM1",0.0115095333629966,0.985190227218913,0.988696242262397
"304","A0A3Q2HS29",-0.970783897424507,0.173196523260765,0.448086417977392
"305","OGN",0.743126785526453,0.396319741203849,0.671244246363276
"306","DIPK2A",-1.93001275739908,0.312122741322793,0.596736359681542
"307","DNPEP",-1.54679429338003,0.290797750120145,0.577057784645218
"308","RPS23",-0.475309443544042,0.769655247043953,0.878715707151396
"309","A0A3Q2GYS6",-2.91865110142479,0.0164987806350681,0.145395504346538
"310","TRA2A",-0.781052246026141,0.608663163726835,0.795289394601796
"311","PRDX6",-0.127120596340195,0.846224500226525,0.916066445542726
"312","GNB2",0.103844945142249,0.889511755432506,0.939484325962422
"313","UBA52",1.09142713287196,0.30445232150494,0.588266198425759
"314","F6ZND8",-0.740666049821765,0.790512088808225,0.883723717258821
"315","A0A3Q2I635",-4.96785179614636,0.0320181518072947,0.200647084659047
"316","RBM12",-1.88722902332707,0.304563350958017,0.588266198425759
"317","GOT2",0.0551937258274897,0.950566918893961,0.971231417130786
"318","PGK1",-0.644177547091253,0.463551935811335,0.718661226859026
